orig_id,label,youtube_id
101447,belly dancing,C9v7Jh38V2I
101459,dancing ballet,CA-qzimZxqo
101528,belly dancing,CA_eyKr3ukU
101529,salsa dancing,CA_h469hRX0
101538,country line dancing,CAclt_PNFxc
101574,tap dancing,CAsa7chOm8A
101606,tap dancing,CB8cza6YitY
101635,square dancing,CBLWzNGK_cQ
101681,swing dancing,CBZrH_U8rm0
101762,salsa dancing,CCAU0-0a9nc
101834,jumpstyle dancing,CChtYE8HLaI
101839,dancing gangnam style,CCj37Buzf3A
101875,dancing ballet,CD5LknjNUMc
101886,robot dancing,CDE7JnArtqU
101912,swing dancing,CDOxtJeZNKs
102142,dancing ballet,CFCifdOWoV4
102160,swing dancing,CFIliuhyRrk
102173,breakdancing,CFO5lmT9RI8
102188,robot dancing,CFYUAaE7bjw
102221,dancing macarena,CFoChi8-7Ak
102240,country line dancing,CFvxGj63m_c
102247,dancing gangnam style,CFzR8y4IozM
102255,swing dancing,CG0MdVOCKHM
102346,tap dancing,CGkk4M4P6OQ
102390,square dancing,CH8ctXJHZ3Q
102395,dancing charleston,CHCIkm5MwE8
102455,dancing gangnam style,CH_grkfw8Ew
102499,tap dancing,CHw9K88zD_0
102565,dancing ballet,CIRj3W0XGZg
102602,square dancing,CIhIAXy0nwk
102625,square dancing,CIyS9fJj1Ko
102647,breakdancing,CJ9niuNNs14
102679,square dancing,CJRRFLVxYPs
102688,breakdancing,CJUhnzN2vwo
102705,jumpstyle dancing,CJ_8kuyZHoY
102724,dancing macarena,CJhdjw7-8FU
102750,dancing charleston,CJxqHsKkXx8
102751,tap dancing,CJy8FSv8qHo
102772,belly dancing,CK9pliGQiOs
102773,breakdancing,CK9swKPZsi0
102914,country line dancing,CLXwtveP3S8
102948,swing dancing,CLqgCwhUfoQ
103017,square dancing,CMSc2MWinT0
103114,tango dancing,CNNpLdhDkwU
103117,dancing ballet,CNOCYM3dUq8
103202,swing dancing,CO3ciqTxCvY
103205,dancing gangnam style,CO4Qk2suV30
103353,breakdancing,CP3P-nsMnRA
103372,jumpstyle dancing,CPO0ajdODXE
103449,salsa dancing,CQ36ZszK4C4
103547,tango dancing,CR1hlO8Xqjw
103645,salsa dancing,CS4Twsdopbo
103659,salsa dancing,CSCSZ9tqvPE
103663,dancing ballet,CSEwkXFRIZw
103670,jumpstyle dancing,CSIZ1ZEwFE4
103735,dancing gangnam style,CT0WpLgP8zw
103774,robot dancing,CTQZ_ZznNJs
103806,robot dancing,CTp6BEOMPks
103827,salsa dancing,CTznb3Y3hys
103892,tap dancing,CUpPjM1SfB8
103916,dancing gangnam style,CV89K-iTL_8
103974,salsa dancing,CVdXb-pHwJc
104038,tap dancing,CWQEu-tPxY4
104043,dancing gangnam style,CWR58F43-Mc
104119,robot dancing,CX95p8YLJL4
104146,dancing charleston,CXS1x34vUW4
104212,salsa dancing,CY0y8Qbtsw4
104235,salsa dancing,CYGRcFI1-SU
104257,tap dancing,CYQcdbjum3o
104263,salsa dancing,CYU6JZxl2I8
104350,country line dancing,CZNQfolOAhs
104530,breakdancing,Ca1qBsLZ6NU
104700,tango dancing,CbJj173G5QU
104795,breakdancing,Cc0mwbxFFic
104828,breakdancing,CcGleMAeryE
104861,jumpstyle dancing,CcXLlkOMw-Y
104873,dancing gangnam style,CccQS2Q4GW8
105029,dancing charleston,CdjL4aT1X0I
105117,belly dancing,CeRKWDpMkV4
105174,jumpstyle dancing,Cejq5VnWpj8
105199,belly dancing,Cev08b5Nhg0
105208,belly dancing,Cewtdoe33Cw
105209,tap dancing,Cex7vmNNlXI
105248,dancing macarena,CfE2PkGcmTY
105309,dancing gangnam style,CfjcUFH7iPM
105325,robot dancing,CfpwjjurA4s
105327,mosh pit dancing,CfrtzTbY110
105420,jumpstyle dancing,Cg_bHa8Nt8E
105482,swing dancing,Ch6FM_5AVf4
105547,salsa dancing,ChaVEFrnmx0
105622,breakdancing,CiI-zSdciYU
105629,belly dancing,CiJnRq7J_-g
105638,tap dancing,CiPiwSYqbkc
105780,salsa dancing,CjbJjK88T3g
105789,salsa dancing,Cjhss8nVZTo
105792,salsa dancing,Cjk3eMOE-3w
105893,tango dancing,CkZqk1uKOz0
106053,breakdancing,ClnF4Vr4Y1E
106199,robot dancing,Cn3FVEzPheo
106263,swing dancing,CncRVfUB5J8
106370,country line dancing,Cofld8mSjdA
106391,swing dancing,Cole3CffD1Y
106436,tap dancing,CpI8AgU5V8k
106476,tango dancing,CpgvDaTVs0U
106485,mosh pit dancing,Cpodq6vQRNk
106625,dancing charleston,Cr9C-9ewDkM
106708,mosh pit dancing,Crv1YAnGIt8
106741,dancing charleston,CsJJoi7gEn8
106744,tap dancing,CsM5hBJG3g4
106781,square dancing,Csdvny_jU_k
106796,swing dancing,Csm-UXB2PH0
106805,breakdancing,CsrHcQAJ06k
106874,dancing ballet,CtbBhoF76Ss
106950,jumpstyle dancing,CuORTnrlYPI
107029,belly dancing,Cv81tIbINrA
107052,belly dancing,CvMEi87wm9U
107060,jumpstyle dancing,CvQfLHlE-PA
107073,swing dancing,CvXPKJzWk74
107122,breakdancing,Cw4CzAY2zFQ
107180,swing dancing,Cwiy89AP4Zc
107228,robot dancing,Cx6XQIwOqyM
107230,breakdancing,Cx6gmP0UZ6Q
107251,dancing ballet,CxO57kYqK3Y
107348,swing dancing,CyPMDDN_RPI
107368,country line dancing,Cy_-5APRRd0
107394,robot dancing,Cyk3wx4pQ2M
107489,belly dancing,CzWrN0JNdJ4
107600,robot dancing,D-VeIooRkaE
107624,mosh pit dancing,D-hV8z_gNs0
107667,tap dancing,D-xdLFhZRak
107709,country line dancing,D08vk4tUFiM
107773,swing dancing,D0Zy0fWbYSg
107860,salsa dancing,D1SDDVNVbPA
107879,tap dancing,D1YOGOBH93I
107881,jumpstyle dancing,D1ZzX3B0tGk
107894,dancing gangnam style,D1cA5D6dm2M
107916,jumpstyle dancing,D1iW3ET1PB4
107925,tap dancing,D1ljKkPzV5E
108000,breakdancing,D2CajIq84bk
108076,tap dancing,D2gVBt8CxZ4
108352,breakdancing,D4UescITTz8
108388,dancing gangnam style,D4jh0IZG4U0
108399,swing dancing,D4qZ6b3ovuc
108443,square dancing,D5CO1sJ7nJw
108528,robot dancing,D5gi1WQGX6A
108580,salsa dancing,D5yzrfD6oz8
108588,belly dancing,D64-TaduPAo
108606,dancing macarena,D6Cwh4uzKoA
108628,belly dancing,D6QTCmBPa30
108647,tap dancing,D6YTVvxbS5w
108682,robot dancing,D6rF3ZBHNbk
108711,jumpstyle dancing,D713v7n4yIk
108923,robot dancing,D8W42r_g9I4
108965,tap dancing,D8mhkrIQNaM
108993,tango dancing,D8y_lA3ZGpY
108997,dancing ballet,D8zAOxle4KA
109012,dancing gangnam style,D92s0TVLUG0
109090,swing dancing,D9aOifM0CWs
109155,belly dancing,D9zf8fhML4I
109180,dancing ballet,DAAdwdZObGc
109181,tango dancing,DAAefBhuJmQ
109258,salsa dancing,DAks2Q7Uf-4
109273,swing dancing,DAtmKElQqdY
109480,mosh pit dancing,DCCkgQl2JAQ
109503,square dancing,DCM-cD-fpvg
109558,dancing ballet,DCkg4_1O9YQ
109612,belly dancing,DD6nNm0zIpM
109641,dancing charleston,DDH1BVWXtbU
109659,tap dancing,DDRha3DqLGo
109672,robot dancing,DDY3Pjs2WCE
109714,dancing gangnam style,DDrijfHkczQ
109721,tap dancing,DDtIewsVPiQ
109758,jumpstyle dancing,DEBqt_LTviA
109759,robot dancing,DECcSJq-IMY
109801,dancing gangnam style,DEYqmpGk9TE
110048,dancing charleston,DGa_-LzUVGA
110069,dancing macarena,DGn9DUbRQsc
110085,jumpstyle dancing,DGxx0SpL2JQ
110129,salsa dancing,DHHnPBHfyOE
110145,country line dancing,DHRQ_1Nc-Zs
110199,robot dancing,DHqBp3uzkos
110216,breakdancing,DHxhaxkVFPg
110261,tap dancing,DIHAnzoyuzc
110282,salsa dancing,DIS7BzTYgrs
110374,jumpstyle dancing,DJHtlwFu_TI
110432,dancing ballet,DJnpntFSMY4
110504,square dancing,DKTkmd0W0us
110584,salsa dancing,DL3LluFqHW8
110587,tango dancing,DL3TTBaSE4s
110645,breakdancing,DLTPJ2qTxCI
110652,robot dancing,DLWRkmYb-MU
110723,dancing gangnam style,DM--MbWAzBo
110813,tap dancing,DMghrfRBYsI
110816,dancing macarena,DMjBxYLZbrw
110838,mosh pit dancing,DMwQEobM21w
110906,jumpstyle dancing,DNV8qKgKrdA
110960,dancing charleston,DO1iYRnObM8
110979,dancing gangnam style,DO88XBq592o
111023,breakdancing,DOUyloGn3wU
111075,robot dancing,DOw2BtbMmf8
111147,swing dancing,DPmVi35kSDU
111212,jumpstyle dancing,DQNUuOBoDx8
111350,breakdancing,DRmuZ2Iz6BU
111379,belly dancing,DS-77b9K4Sg
111384,tap dancing,DS2OpsT9GdQ
111468,robot dancing,DSttivJyatQ
111504,tap dancing,DTGxQf_1eqA
111521,salsa dancing,DTSoO6LpOyU
111604,salsa dancing,DUMoKy2fhIQ
111614,dancing ballet,DURtrnLgf_Q
111656,dancing gangnam style,DUriqUr3h6U
111695,tango dancing,DVBMZ8U9sK0
111710,salsa dancing,DVFifAMcrkQ
111729,tango dancing,DVRi1OnmVtg
111738,mosh pit dancing,DVWIB9ODBXg
111774,dancing charleston,DVn5VNoTTEA
111830,robot dancing,DW7K6HfnttI
111834,jumpstyle dancing,DW9-bXem7zc
111918,robot dancing,DWkiZouGoZU
112099,salsa dancing,DXviXEPU2tI
112188,breakdancing,DYakAMgTCgE
112258,country line dancing,DZJ0vklvIvM
112318,tango dancing,DZlF29ZZM9o
112374,salsa dancing,D_SEgP61BS4
112378,dancing charleston,D_WWG_FHa-A
112385,salsa dancing,D_aLc40pj8w
112520,tap dancing,Dac91FrjgbE
112531,belly dancing,DahRSOcVLRY
112583,country line dancing,Db1Ap_wj6j8
112734,dancing charleston,Dbz9x4FohZQ
112753,square dancing,Dc5jIiHubL4
112836,tango dancing,DcfLu4AZz_U
112905,breakdancing,DdCqNcLm-44
112931,square dancing,DdOnFxvhnlU
112967,country line dancing,DdavM0_c2d0
112981,tap dancing,DdhOYnFeRSA
113025,dancing charleston,Ddyls-F5RDk
113047,tap dancing,De5wKODEv3g
113169,square dancing,Df2SwsuWnok
113182,dancing gangnam style,Df6WmySrK0k
113195,salsa dancing,DfCrhtzo1es
113299,salsa dancing,DfmFadY3-mw
113423,country line dancing,DgiAfApDPKk
113450,square dancing,Dgskx1bXmK0
113465,country line dancing,DgyFQiKi9B4
113470,swing dancing,Dh12Hl14js0
113482,breakdancing,Dh82tL25Hes
113512,tap dancing,DhOPBfBR1_0
113536,dancing gangnam style,Dh_zYXq9miY
113545,tap dancing,DhfuISigeRc
113574,dancing ballet,DhqzAVMHKZk
113603,square dancing,Di3tcJ8f-vQ
113695,dancing charleston,Dil2_b-21fo
113735,tango dancing,Dj0_mtoItyk
113849,square dancing,DjncK1eg8VI
113853,jumpstyle dancing,DjpRYAk-pCQ
113915,salsa dancing,DkJtTEJfw44
113933,country line dancing,DkTGkOP2TNE
113946,tap dancing,Dkfhtt--G8w
113948,square dancing,Dkh9Txx9gRs
114022,tango dancing,DlSfV4MBb0w
114026,tango dancing,DlSzT7uZBCY
114032,country line dancing,DlVFwI4qhSU
114039,tap dancing,Dl_19iir7qw
114065,robot dancing,Dlp6aLM3P6o
114111,salsa dancing,DmBmQ7KlDA4
114113,breakdancing,DmBwi2T_g2Y
114114,breakdancing,DmCOw-DVXo4
114117,jumpstyle dancing,DmJaO4z0Nq0
114121,breakdancing,DmNPLeLgNqY
114130,tap dancing,DmVYLBJ74xM
114174,dancing charleston,DmpXKBH6_0g
114280,dancing charleston,DnaaAJSeYko
114333,tap dancing,Do5Wp5HDrUg
114412,mosh pit dancing,DoetEdiB1Dg
114422,tango dancing,DoljFPnaYNM
114495,tap dancing,DpV2Xl4e4YQ
114597,belly dancing,Dqd2Azck4ik
114716,tap dancing,DrtzizI_4uM
114778,breakdancing,DsYRnAzLjtc
114796,robot dancing,DsgMW2g3Ztw
114812,tap dancing,Dsp3rWxtOF0
114852,mosh pit dancing,Dt8RQCz3zbY
114853,swing dancing,Dt8zPyXycKo
114860,robot dancing,DtAKpdqhVug
114916,country line dancing,DtheaqvJsZU
114954,tango dancing,Du1Gb30c6ZU
114957,tango dancing,Du2M2544AC4
114974,robot dancing,DuFRW5OIhv0
115182,swing dancing,DwKNYfCyL9U
115253,tango dancing,DwzDzehEFXU
115284,dancing charleston,DxCF_5q1ReU
115301,dancing ballet,DxPDnRGzh2c
115388,robot dancing,DyG4p4PHlvo
115481,salsa dancing,DzCCpbIOMcQ
115664,dancing macarena,E-mY5Tlt_T4
115693,jumpstyle dancing,E-yvLR_ZvkM
115707,swing dancing,E033VhtW670
115757,robot dancing,E0Ji5GKiaz8
115798,salsa dancing,E0_evXSedqc
115841,dancing macarena,E0n7vdyOfAg
115869,robot dancing,E0vAbeweQ5g
115907,dancing charleston,E16Ln3zjkDI
115918,breakdancing,E1Aj28X51Nw
115993,swing dancing,E1XzwX79Vds
116012,dancing gangnam style,E1iAwkMK8io
116030,dancing charleston,E1rGktnQ2UM
116050,mosh pit dancing,E2-t4iPHOPw
116062,dancing gangnam style,E238Ac6mrpY
116083,dancing charleston,E29EndFTqnk
116116,robot dancing,E2MzmexxKTs
116119,belly dancing,E2NA7nLivyM
116160,dancing macarena,E2Vjy1R169s
116168,salsa dancing,E2Wju4fIR2Y
116343,belly dancing,E3k11K7bKWA
116348,swing dancing,E3n44j4FDkQ
116364,breakdancing,E3wASiWV_XI
116374,breakdancing,E4-aEevRehk
116416,dancing ballet,E4DntuIkLKI
116429,breakdancing,E4ILvtN3aB4
116455,tap dancing,E4XkfgFGICo
116489,country line dancing,E4mX5w0n0hk
116494,salsa dancing,E4oOXYnZUjg
116500,swing dancing,E4q-ldzYtZ4
116581,robot dancing,E5KVk8nsVMo
116614,jumpstyle dancing,E5WHOCoKzcs
116677,tango dancing,E5y0iwfft8Y
116685,tango dancing,E5zXqo3wllU
116808,country line dancing,E6c_EpmBm3c
116905,belly dancing,E7IvrrtGvC8
116987,dancing gangnam style,E7rLiEKILYU
117016,salsa dancing,E83LPdtdN9c
117050,jumpstyle dancing,E8FECgh1Dug
117056,dancing ballet,E8INFiMMGOI
117068,dancing gangnam style,E8O3d0T7PFM
117083,jumpstyle dancing,E8WqHpp2rjY
117154,dancing ballet,E92FUagTTrI
117209,jumpstyle dancing,E9QX2iYGgNc
117215,tap dancing,E9SrX1thYzs
117236,tap dancing,E9czDLqMfn8
117271,dancing ballet,E9ogX7suKIc
117348,breakdancing,EAL_l9_Q6CE
117456,tango dancing,EB70d1z9-A8
117526,tap dancing,EBX23bPexWc
117548,mosh pit dancing,EBd6yJf5-zQ
117610,tap dancing,EC3Jzrs_mNA
117650,robot dancing,ECLGxzNnAHc
117886,breakdancing,EE0O2NzrfOI
117929,tango dancing,EEHupJ8g_jI
117932,jumpstyle dancing,EEIG1O7DYSY
117979,belly dancing,EEamI4DKx_Q
117981,breakdancing,EEaq7VMYPsU
117984,mosh pit dancing,EEc73hygCJA
118079,tango dancing,EFFYLx5z8X0
118085,tango dancing,EFGf1WNdnA4
118090,dancing ballet,EFGx0Zams_I
118105,jumpstyle dancing,EFKwjTqHmiQ
118128,tango dancing,EFRksGzEJZw
118154,square dancing,EFfiVHiNcOA
118155,dancing gangnam style,EFg4kkSwE28
118170,dancing gangnam style,EFlvWjpgNnw
118284,jumpstyle dancing,EGZj_JahklA
118300,breakdancing,EGhcteTKn_g
118428,salsa dancing,EH_SuMZufrY
118463,square dancing,EHq92MpsRBc
118552,tap dancing,EIPkydtOEzE
118556,jumpstyle dancing,EIRIJPcmif0
118574,square dancing,EIXgzZdqfYQ
118588,tap dancing,EIcNff8FxWY
118642,dancing charleston,EJ59xntWRtw
118735,dancing macarena,EJv0c492SOo
118801,breakdancing,EKQhnpRk3hk
118802,dancing ballet,EKR-VvN1H9k
118807,dancing ballet,EKSZ1mgHNcg
118869,tap dancing,EKs9O-H6Ki8
118893,salsa dancing,EL-JCEp5VTY
118971,salsa dancing,ELW-pdD-pj8
118973,salsa dancing,ELWQcgpw594
119116,dancing ballet,EMp1V1Bmf7w
119118,dancing gangnam style,EMpJ2u4Jmsc
119119,breakdancing,EMpSsX2osS4
119183,belly dancing,ENLWDkFWDEA
119234,tap dancing,ENmC_xJz7os
119439,tap dancing,EPLHdjn6KQA
119442,mosh pit dancing,EPNkl-7SsoU
119456,mosh pit dancing,EPUmLNLQ5Zk
119561,jumpstyle dancing,EQFsxIk6g-s
119882,salsa dancing,ETSBag48HBA
119888,dancing macarena,ETU9ux8kF30
119964,tap dancing,EUDkjXGzPIw
119977,jumpstyle dancing,EUOeqeUZbo8
119980,breakdancing,EUP1HeELJgw
119999,salsa dancing,EUdbAZShiXg
120033,tap dancing,EUrf8vH9rRk
120053,jumpstyle dancing,EV26p3soLiw
120070,dancing gangnam style,EVF7EYdWPJ0
120158,dancing gangnam style,EW3Ivz3E8E4
120173,salsa dancing,EW9UxK8YQ7Q
120210,dancing gangnam style,EWONirjqTSA
120234,dancing macarena,EWaJppOTXQw
120301,tap dancing,EXFiFg2GX6w
120393,salsa dancing,EY6MSW3zkr8
120589,salsa dancing,E_7tTwQsZiY
120595,mosh pit dancing,E_Bv56ivtrA
120632,dancing macarena,E_d6PcLETws
120638,tap dancing,E_fMen8FTzc
120647,robot dancing,E_hYhqBkg6c
120696,breakdancing,Ea3xzfqTRfo
120710,dancing gangnam style,EaA5taSQxN8
120771,robot dancing,EaY5hWv6Vds
120815,dancing ballet,EaobS0zIleE
120850,robot dancing,Eb3rfAUPX_8
120862,breakdancing,EbADr2MWkLQ
120869,tango dancing,EbDEpOCOROE
120871,tap dancing,EbEP-gXW3iM
120903,tap dancing,EbOMWbLx05I
120923,dancing gangnam style,EbVgq7__WOM
121019,salsa dancing,EcDOp6hWipY
121022,dancing ballet,EcDdAdgltJM
121078,dancing charleston,Ec_NsiR9E5Q
121162,robot dancing,EdDX85ytsyo
121298,country line dancing,Ee97mmWG-VE
121357,tap dancing,EecwIoU-_to
121474,dancing ballet,EfTaK0dtJsg
121486,dancing charleston,EfXE4Eov3aY
121492,dancing macarena,EfZlpMhU2h8
121514,country line dancing,Efhjfh38ISE
121555,square dancing,EfuVP57SIHo
121599,tango dancing,EgB0EZ8m9lk
121618,salsa dancing,EgLhUCZs4CY
121622,tap dancing,EgM_PTRnV2k
121695,robot dancing,EgmruITP_zA
121705,salsa dancing,EgqmKedPrHY
121711,dancing charleston,EgrlOm94Apc
121742,swing dancing,Eh4wS8nrCWo
121817,dancing ballet,Ehaq7LPeF_g
121820,country line dancing,EhcAs7-maIk
121825,breakdancing,EheZx6VUz4Q
121832,tap dancing,EhhMcgjLHGk
121859,dancing macarena,EhraCzHVGPM
121875,square dancing,EhzJ8XW7lS0
122041,salsa dancing,EjGwMlqXTDM
122059,salsa dancing,EjQCOH12RX0
122182,country line dancing,EkH-oJDrhNg
122265,dancing gangnam style,El2iyHVe3Bk
122277,country line dancing,ElACK9leG0w
122315,jumpstyle dancing,ElSTJi6khgs
122343,dancing gangnam style,EldFlQROPW4
122349,robot dancing,EleeUshu0A0
122426,dancing charleston,EmKJkpvv9Tw
122540,country line dancing,EnENCxDhrvE
122570,robot dancing,EnXFSwrZqS8
122628,robot dancing,EoGOyY4gWr0
122740,breakdancing,Ep8rkg7O0D0
122778,tango dancing,EpUvVpf2O-Q
122815,dancing gangnam style,Epl1V0cBmCU
122826,dancing gangnam style,EpqGDiIaqzY
122830,tango dancing,EpqpKZ8U9Ag
122851,dancing charleston,Eq9i4K_sFo0
122910,dancing gangnam style,Eqfy1YJPMLw
122988,jumpstyle dancing,ErSXWdSP8mQ
123011,swing dancing,ErfhuZDQ1wA
123072,mosh pit dancing,EsHbKg85jTQ
123127,tango dancing,EskpIfpvpwM
123141,tango dancing,Esrt6gDQBhQ
123144,belly dancing,EssKVcJdGz4
123157,belly dancing,EsywHXAlAvA
123221,dancing gangnam style,EteK2AuaQHc
123237,country line dancing,Etpah82dSaI
123429,tap dancing,EvgidK9xOxQ
123430,dancing macarena,EvhoPbr7U44
123453,salsa dancing,Evw9GuSaFOI
123477,country line dancing,Ew7NaRbUjwk
123611,salsa dancing,ExQwvwXo7Bw
123671,belly dancing,ExtinnT7gqU
123696,dancing charleston,EyD-cadb4-4
123698,salsa dancing,EyFkkwLYsOs
123723,breakdancing,EyVG0eoda34
123755,breakdancing,Eyge_IqAM1Y
123786,salsa dancing,Eyqoxm5sWD4
123800,swing dancing,Ez0sHGSfnao
123833,swing dancing,EzNMx2XRBXg
123875,salsa dancing,EzsxX-YOCTQ
123923,jumpstyle dancing,F-ANaU2dsgw
123950,breakdancing,F-JpI02vHHU
123978,robot dancing,F-SnwrZxphM
123988,swing dancing,F-VTa2Y9Vnc
124000,breakdancing,F-a_2jOQTKI
124165,robot dancing,F0fcb-OD9rA
124188,belly dancing,F0qybfcqzhY
124240,dancing gangnam style,F1DoRLfzUTs
124241,breakdancing,F1EQUiR2OJo
124520,tap dancing,F2uhvFX2lCE
124639,salsa dancing,F3e7DRlsLEo
124691,tango dancing,F3yxznXZlN8
124810,breakdancing,F4iMamMe52w
124813,tango dancing,F4imXgtBjqY
124823,breakdancing,F4lV_-bQ3F8
124856,dancing ballet,F5-OQ-HhOSo
124927,dancing macarena,F5XLB3rpzew
124949,dancing gangnam style,F5dbAGOOpo4
124999,salsa dancing,F5zCGgZMaWQ
125003,belly dancing,F60UViJTih0
125010,tango dancing,F61eet9ct5w
125026,tango dancing,F65zSHp7LFY
125028,dancing ballet,F66BsPCUs5g
125040,tap dancing,F6BwH7rjj_o
125059,dancing gangnam style,F6Mc6-nCwFI
125278,tango dancing,F7kkjtF3-yk
125283,dancing ballet,F7lgQGIkgC8
125342,tap dancing,F89NWI8khTo
125378,tap dancing,F8O9k5vj3NQ
125496,breakdancing,F9DDolENLz4
125505,tango dancing,F9Ehijaqdl0
125508,dancing ballet,F9F2YKb-m-c
125548,robot dancing,F9_ZtHOfYn8
125698,tap dancing,FAFzXfTwT9w
125708,robot dancing,FAI1Z5d_Fwc
125709,tap dancing,FAIbBpYT-lo
125736,jumpstyle dancing,FAV57pvR9gM
125775,breakdancing,FAhNxS4GTXo
125780,breakdancing,FAjTmr3WR9o
125807,swing dancing,FArljHxdy64
125827,dancing ballet,FAzpz-VRDhk
125959,robot dancing,FBlPHH73_f0
125987,tap dancing,FByTPV-Vbho
126005,jumpstyle dancing,FC4DCj0rlIc
126048,breakdancing,FCGP8QRvpc0
126083,dancing gangnam style,FCVbS9ux1bM
126085,swing dancing,FCXGFfFT28E
126096,salsa dancing,FCZxgYhzmI8
126166,tap dancing,FCsTSMnr6Og
126272,dancing macarena,FDYC0s871mw
126275,salsa dancing,FDYoVQKgPEU
126297,square dancing,FDhn-ALmrrY
126300,robot dancing,FDicZ9aEJ7A
126309,country line dancing,FDm0VxN-lY4
126342,dancing ballet,FE1ZFG4jcak
126343,swing dancing,FE3j-k2V0Uo
126347,dancing charleston,FE65KgYm0GY
126475,tap dancing,FEuRAp_a5ZM
126483,breakdancing,FEwr9Izi_2E
126538,dancing ballet,FFNK-osu7Sk
126592,tap dancing,FFgdJ79hOoI
126598,belly dancing,FFikswmmitQ
126661,salsa dancing,FGAUxHIM7Vw
126679,jumpstyle dancing,FGJ2H6fQS6Y
126691,dancing macarena,FGNr---Om2w
126719,mosh pit dancing,FGWVGbP2OOQ
126811,dancing charleston,FHBPYD7lAao
126829,salsa dancing,FHL2rfGRRMc
126848,dancing ballet,FHSmgOYbHRs
126852,dancing ballet,FHTHzyCSu7Y
126875,dancing charleston,FHffeKrM044
126902,tango dancing,FHpqe_fj9jE
126998,breakdancing,FIXlZOvg-mo
127003,belly dancing,FIYnX7lxE7E
127006,country line dancing,FIabQH0eN-8
127050,dancing ballet,FIuALT6dY_A
127190,tap dancing,FKAybGx-tG8
127201,dancing charleston,FKFxLCtj2gk
127275,robot dancing,FL2ZqZ9OvL0
127384,dancing ballet,FM0JDQf4oTg
127448,jumpstyle dancing,FM_R_QSHNxY
127458,dancing charleston,FMii9aZIZp4
127512,mosh pit dancing,FN4bzVdySAA
127615,country line dancing,FO6Eoibjfqo
127647,square dancing,FOMZftl4gy4
127663,mosh pit dancing,FOUxVHgbpN8
127693,robot dancing,FOimuot3KgU
127767,salsa dancing,FPVUClOYWHs
127797,tango dancing,FPiN3ISoO6I
127801,tango dancing,FPioq4b72DI
127839,square dancing,FQE44yjdZxQ
127880,salsa dancing,FQXrfSMv8rk
127911,dancing charleston,FQpLIyAfbqI
127934,salsa dancing,FR7kDBFiFK4
127989,swing dancing,FRejXhNEvDY
128020,dancing ballet,FRsV4HLKJ_4
128028,dancing macarena,FRwntCY7B_A
128095,breakdancing,FSUMdgPuspc
128097,dancing gangnam style,FSV7fd81IWI
128297,mosh pit dancing,FUCQwcSt2EY
128298,country line dancing,FUCuJVsVNgo
128337,swing dancing,FUdRa6v7Xqc
128343,swing dancing,FUgEVO7Gsu4
128384,tap dancing,FV68n48-lGg
128404,salsa dancing,FVI8P4E3NPA
128412,dancing gangnam style,FVJxtaO7eS0
128420,salsa dancing,FVLvLfePceA
128494,dancing charleston,FW4Yt7_whts
128518,mosh pit dancing,FWMgMk0IgC4
128546,tap dancing,FWigb3IoOWc
128547,breakdancing,FWjpWgkynU0
128593,salsa dancing,FXET9eAJoP8
128618,salsa dancing,FXRE4Qt1umQ
128636,swing dancing,FXbJ_qpxtYU
128689,dancing ballet,FY4Y1gTO9HE
128690,tango dancing,FY4x3rhI7KQ
128699,dancing macarena,FY9dYuiF0g4
128759,country line dancing,FYg-rqr0v5Y
128788,breakdancing,FYw2ZSGIjuk
128799,breakdancing,FYzLDrw_pnY
128804,country line dancing,FZ0MJB108-M
128926,dancing macarena,F_4yZuD4-ys
129045,tap dancing,FaBqPBllixk
129133,tap dancing,FakoJD8B8HQ
129154,mosh pit dancing,FasRBAGtmoU
129185,dancing macarena,Fb45OGgLVVQ
129268,salsa dancing,FbcmsWDwt4E
129278,jumpstyle dancing,FblC9HfFmq0
129281,robot dancing,FblQfWsF4UE
129319,dancing gangnam style,Fc0-u3bNsBE
129328,jumpstyle dancing,Fc3Z2QXSIhY
129419,robot dancing,FcdCDPEe4n4
129455,tap dancing,FctpdkbMU0M
129478,robot dancing,FczvNgHWfhg
129492,dancing gangnam style,Fd5DDxq2D58
129502,belly dancing,Fd8A6KMum_U
129524,robot dancing,FdHJs_MIbKM
129573,tap dancing,Fdhl5NoaWjw
129598,square dancing,FdrXZEuyjPM
129661,belly dancing,FeHYncsl4pw
129678,salsa dancing,FeNaK8EsfAE
129704,dancing gangnam style,FeWblAy74U0
129776,dancing macarena,Fez39_JHOyg
129789,mosh pit dancing,Ff4Gde7btZo
129802,salsa dancing,FfBG5rwlA8Q
129873,country line dancing,Ffhe8REwA1o
129903,tap dancing,Ffw4rjR1sFE
129934,country line dancing,Fg8mcOIWnFs
129989,square dancing,FgYRspoeDQA
130001,salsa dancing,FgdceKzUbzQ
130018,country line dancing,FgkjAwtnngg
130056,tango dancing,FgxuvR45Pqc
130096,dancing gangnam style,FhK5g4YGKHU
130184,tap dancing,Fhv22dYbgOE
130198,dancing macarena,Fi2F__-WIUM
130240,country line dancing,FiP-l91BNdU
130260,salsa dancing,Fia6fDe4ANY
130268,robot dancing,FifeY4b1BaM
130275,robot dancing,FiiUFT-MvPw
130276,breakdancing,Fiit8eZic78
130315,country line dancing,Fj1krrxFTeY
130360,mosh pit dancing,FjNBZDT058U
130362,dancing charleston,FjNnXNbwts4
130371,country line dancing,FjRUDlBr3fY
130391,tap dancing,FjaVL5_bjyc
